Region,Nation,MonthYear,Account Type,Type,Count
,Turmish,2020-12,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2021-01,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Turmish,2021-02,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2021-03,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2021-04,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2021-05,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2021-06,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2021-07,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2021-08,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2021-09,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2021-10,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2021-11,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Turmish,2021-12,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2022-01,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2022-02,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2022-03,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2022-04,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2022-05,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2022-06,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2022-07,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2022-08,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Turmish,2022-09,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Turmish,2022-10,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2022-11,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",3
,Turmish,2022-12,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2023-01,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Turmish,2023-02,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2023-03,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2023-04,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2023-05,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2023-06,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Turmish,2023-07,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Turmish,2023-08,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Turmish,2023-09,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2023-10,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2023-11,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2023-12,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Unther,2019-01,Key Account,"Distinct Customers by Nation, Account Type, and Month",12
,Unther,2019-02,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2019-03,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2019-04,Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2019-05,Key Account,"Distinct Customers by Nation, Account Type, and Month",12
,Unther,2019-06,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2019-07,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2019-08,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Unther,2019-09,Key Account,"Distinct Customers by Nation, Account Type, and Month",11
,Unther,2019-10,Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2019-11,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2019-12,Key Account,"Distinct Customers by Nation, Account Type, and Month",11
,Unther,2020-01,Key Account,"Distinct Customers by Nation, Account Type, and Month",12
,Unther,2020-02,Key Account,"Distinct Customers by Nation, Account Type, and Month",12
,Unther,2020-03,Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2020-04,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2020-05,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2020-06,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2020-07,Key Account,"Distinct Customers by Nation, Account Type, and Month",11
,Unther,2020-08,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2020-09,Key Account,"Distinct Customers by Nation, Account Type, and Month",12
,Unther,2020-10,Key Account,"Distinct Customers by Nation, Account Type, and Month",11
,Unther,2020-11,Key Account,"Distinct Customers by Nation, Account Type, and Month",11
,Unther,2020-12,Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2021-01,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2021-02,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2021-03,Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2021-04,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2021-05,Key Account,"Distinct Customers by Nation, Account Type, and Month",12
,Unther,2021-06,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2021-07,Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2021-08,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2021-09,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2021-10,Key Account,"Distinct Customers by Nation, Account Type, and Month",11
,Unther,2021-11,Key Account,"Distinct Customers by Nation, Account Type, and Month",12
,Unther,2021-12,Key Account,"Distinct Customers by Nation, Account Type, and Month",11
,Unther,2022-01,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2022-02,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2022-03,Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2022-04,Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2022-05,Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2022-06,Key Account,"Distinct Customers by Nation, Account Type, and Month",11
,Unther,2022-07,Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2022-08,Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2022-09,Key Account,"Distinct Customers by Nation, Account Type, and Month",11
,Unther,2022-10,Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2022-11,Key Account,"Distinct Customers by Nation, Account Type, and Month",11
,Unther,2022-12,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2023-01,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2023-02,Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2023-03,Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2023-04,Key Account,"Distinct Customers by Nation, Account Type, and Month",10
,Unther,2023-05,Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2023-06,Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2023-07,Key Account,"Distinct Customers by Nation, Account Type, and Month",12
,Unther,2023-08,Key Account,"Distinct Customers by Nation, Account Type, and Month",11
,Unther,2023-09,Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2023-10,Key Account,"Distinct Customers by Nation, Account Type, and Month",12
,Unther,2023-11,Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2023-12,Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2019-01,No Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Unther,2019-02,No Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Unther,2019-03,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2019-04,No Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Unther,2019-05,No Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2019-06,No Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Unther,2019-07,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2019-08,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2019-09,No Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2019-10,No Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2019-11,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2019-12,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2020-01,No Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Unther,2020-02,No Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2020-03,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2020-04,No Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2020-05,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2020-06,No Key Account,"Distinct Customers by Nation, Account Type, and Month",5
,Unther,2020-07,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2020-08,No Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2020-09,No Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2020-10,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2020-11,No Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2020-12,No Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Unther,2021-01,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2021-02,No Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Unther,2021-03,No Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Unther,2021-04,No Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Unther,2021-05,No Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Unther,2021-06,No Key Account,"Distinct Customers by Nation, Account Type, and Month",5
,Unther,2021-07,No Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2021-08,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2021-09,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2021-10,No Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2021-11,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2021-12,No Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Unther,2022-01,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2022-02,No Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Unther,2022-03,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2022-04,No Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Unther,2022-05,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2022-06,No Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Unther,2022-07,No Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2022-08,No Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Unther,2022-09,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2022-10,No Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2022-11,No Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2022-12,No Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Unther,2023-01,No Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Unther,2023-02,No Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Unther,2023-03,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2023-04,No Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2023-05,No Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Unther,2023-06,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2023-07,No Key Account,"Distinct Customers by Nation, Account Type, and Month",9
,Unther,2023-08,No Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Unther,2023-09,No Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Unther,2023-10,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2023-11,No Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Unther,2023-12,No Key Account,"Distinct Customers by Nation, Account Type, and Month",8
,Unther,2019-01,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",2
,Unther,2019-02,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",2
,Unther,2019-04,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",2
,Unther,2019-05,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",1
,Unther,2019-06,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",2
,Unther,2019-07,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",1
,Unther,2019-08,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",2
,Unther,2019-09,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",2
